id,Time,3d_x0,3d_y0,3d_z0,3d_x1,3d_y1,3d_z1,3d_x2,3d_y2,3d_z2,3d_x3,3d_y3,3d_z3,3d_x4,3d_y4,3d_z4,3d_x5,3d_y5,3d_z5,3d_x6,3d_y6,3d_z6,3d_x7,3d_y7,3d_z7,3d_x8,3d_y8,3d_z8,3d_x9,3d_y9,3d_z9,3d_x10,3d_y10,3d_z10,3d_x11,3d_y11,3d_z11,3d_x12,3d_y12,3d_z12,3d_x13,3d_y13,3d_z13,3d_x14,3d_y14,3d_z14,3d_x15,3d_y15,3d_z15,3d_x16,3d_y16,3d_z16,3d_x17,3d_y17,3d_z17,3d_x18,3d_y18,3d_z18,3d_x19,3d_y19,3d_z19,3d_x20,3d_y20,3d_z20,3d_x21,3d_y21,3d_z21,3d_x22,3d_y22,3d_z22,3d_x23,3d_y23,3d_z23,3d_x24,3d_y24,3d_z24,3d_x25,3d_y25,3d_z25,3d_x26,3d_y26,3d_z26,3d_x27,3d_y27,3d_z27,3d_x28,3d_y28,3d_z28,3d_x29,3d_y29,3d_z29,3d_x30,3d_y30,3d_z30,3d_x31,3d_y31,3d_z31,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
321,2021-07-26 15:58:48.2,-428.619,104.65100000000001,1234.68,-448.64,-60.6676,1220.39,-429.599,-191.44099999999997,1200.66,-368.48400000000004,-382.809,1168.84,-383.526,-358.12300000000005,1204.52,-393.542,-349.324,1337.77,-361.89,-198.757,1545.98,-153.618,-187.755,1606.94,-78.4663,-223.21900000000002,1642.05,12.892000000000001,-237.44799999999998,1683.27,-53.641000000000005,-222.38099999999997,1531.41,-375.509,-344.81,1143.42,-355.61300000000006,-290.4,1034.68,-269.965,-44.2374,1075.32,-104.514,-73.7222,1217.36,-28.2624,-88.1801,1275.76,61.3749,-83.11200000000001,1318.66,-11.8409,-133.944,1275.09,-408.655,95.1048,1317.18,-49.1506,200.618,1334.11,-237.62400000000002,502.449,1291.1,-158.116,645.034,1226.67,-446.62199999999996,113.259,1160.28,-111.00399999999999,212.104,1026.3,-255.512,519.7909999999999,1151.34,-196.593,666.138,1116.91,-333.931,-450.42699999999996,1159.33,-205.33,-471.731,1234.63,-243.058,-507.56199999999995,1241.14,-361.62699999999995,-507.416,1234.31,-215.489,-504.861,1200.74,-284.471,-511.718,1099.44,1.1557333,-6.429514,7.448857,-1.75,-1.75,-3.99
322,2021-07-26 15:58:48.3,-434.75199999999995,98.3507,1237.31,-454.264,-65.8761,1222.16,-438.51199999999994,-196.368,1203.43,-375.339,-386.39,1176.14,-390.664,-361.273,1211.01,-399.81800000000004,-350.858,1343.36,-361.467,-198.845,1547.3,-154.386,-186.1,1607.05,-90.131,-210.09,1664.76,-1.34836,-226.795,1708.99,-57.1269,-213.055,1534.19,-382.74300000000005,-349.291,1150.03,-362.49,-298.878,1040.33,-274.903,-54.5491,1076.83,-107.575,-75.7673,1215.95,-31.1862,-88.2686,1273.6,58.2864,-81.7832,1315.16,-14.1521,-133.548,1272.93,-417.077,88.6472,1319.76,-62.1817,200.57,1339.76,-241.451,504.347,1290.51,-157.05200000000002,643.422,1227.69,-450.691,107.101,1162.96,-123.35799999999999,216.417,1023.38,-261.42900000000003,522.2130000000001,1153.58,-201.168,667.388,1121.39,-340.147,-453.332,1168.24,-208.368,-485.42800000000005,1231.32,-246.548,-520.434,1236.94,-364.473,-516.311,1238.64,-221.88400000000001,-514.529,1195.4,-297.339,-509.348,1099.72,1.3902301,-6.496514,7.4991059999999985,-3.15,-1.96,-0.7
323,2021-07-26 15:58:48.5,-434.815,98.3155,1237.26,-454.339,-65.9212,1222.13,-438.62300000000005,-196.42700000000002,1203.41,-375.527,-386.485,1176.11,-390.83,-361.358,1210.98,-399.87300000000005,-350.957,1343.35,-361.125,-199.05700000000002,1547.32,-153.929,-186.613,1606.78,-89.4981,-210.88,1664.18,-0.24567399999999998,-227.644,1707.45,-54.6083,-212.166,1535.48,-382.92800000000005,-349.384,1150.0,-362.721,-298.943,1040.29,-275.12,-54.606,1076.82,-107.70299999999999,-75.8587,1215.84,-31.3197,-88.3832,1273.5,58.1806,-81.9761,1315.03,-14.4528,-133.72899999999998,1273.08,-417.119,88.6171,1319.71,-62.2122,200.65,1339.29,-241.642,504.39099999999996,1290.26,-157.43,643.644,1227.55,-450.773,107.061,1162.91,-123.53,216.395,1023.08,-261.527,522.221,1153.34,-201.291,667.3760000000001,1120.97,-340.36,-453.445,1168.2,-208.69099999999997,-485.61,1231.49,-246.921,-520.566,1237.12,-364.85,-516.303,1238.66,-222.196,-514.745,1195.6,-297.529,-509.60699999999997,1099.81,1.4715858999999998,-6.407979,7.508677,-0.98,-1.89,-1.05
324,2021-07-26 15:58:48.6,-434.81800000000004,98.3127,1237.26,-454.341,-65.9254,1222.13,-438.626,-196.43200000000002,1203.4,-375.532,-386.49199999999996,1176.1,-390.834,-361.366,1210.98,-399.87,-350.969,1343.34,-361.094,-199.082,1547.32,-153.887,-186.666,1606.75,-89.43700000000001,-210.96900000000002,1664.12,-0.12428900000000001,-227.748,1707.26,-54.6054,-212.317,1535.4,-382.93300000000005,-349.39,1149.99,-362.72900000000004,-298.944,1040.28,-275.125,-54.6073,1076.81,-107.704,-75.8667,1215.84,-31.323,-88.3963,1273.5,58.1778,-81.9969,1315.03,-14.4648,-133.746,1273.09,-417.12,88.6141,1319.71,-62.2137,200.66400000000002,1339.26,-241.667,504.399,1290.25,-157.476,643.673,1227.56,-450.777,107.05799999999999,1162.91,-123.538,216.40099999999998,1023.06,-261.538,522.227,1153.33,-201.30700000000002,667.3860000000001,1120.96,-340.366,-453.452,1168.19,-208.696,-485.62800000000004,1231.48,-246.929,-520.582,1237.1,-364.858,-516.311,1238.65,-222.204,-514.763,1195.58,-297.54,-509.61800000000005,1099.79,1.3375877,-6.391229,7.4368925,-1.12,-0.35,-1.89
326,2021-07-26 15:58:48.9,-438.18199999999996,82.8615,1237.0,-458.505,-77.3567,1225.88,-439.385,-203.61599999999999,1204.86,-377.659,-386.733,1166.55,-389.85900000000004,-363.649,1202.56,-379.108,-352.52099999999996,1331.35,-354.07199999999995,-207.42,1534.31,-158.803,-179.80700000000002,1607.8,-97.3479,-215.641,1658.53,-6.8456399999999995,-238.109,1688.83,-63.8535,-215.476,1534.11,-387.66900000000004,-349.89300000000003,1143.1,-377.44300000000004,-292.248,1039.12,-276.317,-60.7764,1077.49,-111.368,-75.3196,1211.66,-37.4408,-87.1802,1268.63,50.9841,-85.2281,1306.9,-23.4893,-128.911,1270.73,-411.066,74.0318,1314.67,-68.5264,194.62,1305.49,-234.725,498.255,1278.88,-162.043,645.194,1233.9,-462.63300000000004,90.8236,1166.97,-173.38,221.78,991.302,-273.389,521.498,1143.75,-208.80900000000003,661.6010000000001,1118.03,-343.205,-451.07099999999997,1153.6,-200.44299999999998,-479.5,1145.19,-228.547,-510.426,1174.05,-326.613,-500.19300000000004,1233.3,-228.735,-512.05,1126.64,-339.705,-517.148,1084.28,1.4955142,-6.489335,7.372286999999999,-0.63,-0.35,-1.26
327,2021-07-26 15:58:49.1,-433.98,82.5661,1233.3,-455.615,-76.2409,1221.93,-438.635,-201.921,1201.52,-379.772,-384.204,1162.28,-391.225,-361.272,1198.22,-375.649,-352.38599999999997,1325.71,-351.158,-214.037,1531.14,-159.61,-182.50099999999998,1608.27,-95.7602,-215.403,1656.87,-7.750030000000001,-238.44299999999998,1691.42,-57.9454,-218.243,1541.59,-389.577,-347.463,1139.23,-382.255,-290.064,1035.88,-276.79,-63.8211,1080.59,-112.38,-74.5994,1213.25,-38.0318,-88.4041,1268.04,49.6506,-85.4472,1306.15,-24.2504,-128.619,1271.14,-408.082,73.4962,1310.7,-68.7318,195.312,1310.92,-230.38299999999998,498.029,1279.87,-160.421,643.911,1232.0,-457.334,90.7449,1163.51,-175.83599999999998,225.514,983.747,-272.839,521.472,1139.45,-208.703,660.697,1114.95,-346.415,-448.38599999999997,1148.85,-208.484,-484.60400000000004,1124.2,-234.486,-513.587,1156.22,-323.508,-497.76599999999996,1225.94,-240.296,-515.3240000000001,1109.52,-354.728,-514.262,1080.74,1.5122639,-6.54437,7.3076805999999985,-0.35,-1.54,-0.28
328,2021-07-26 15:58:49.2,-428.579,85.7946,1230.89,-458.836,-73.1262,1216.76,-448.746,-201.035,1196.96,-397.536,-389.19199999999995,1164.92,-409.233,-364.356,1200.09,-398.88,-350.09,1329.01,-354.767,-209.25099999999998,1532.7,-158.783,-183.25900000000001,1606.76,-95.5631,-215.063,1658.47,-1.88612,-243.405,1668.22,-57.5213,-216.793,1546.44,-404.61,-352.32800000000003,1140.2,-388.041,-296.46,1035.64,-278.285,-68.8524,1078.48,-112.821,-74.1644,1213.76,-36.9996,-88.7308,1268.03,51.7915,-85.2519,1306.11,-22.6817,-128.352,1270.76,-409.032,74.9651,1310.82,-64.8466,194.05,1322.76,-226.81599999999997,499.829,1283.44,-153.811,645.099,1232.01,-446.205,95.56,1158.81,-183.89700000000002,231.322,946.058,-273.504,515.558,1133.21,-211.97799999999998,658.7689999999999,1115.33,-366.78,-456.084,1154.52,-226.7,-481.019,1120.62,-249.72799999999998,-515.07,1150.71,-337.259,-512.104,1225.85,-257.584,-512.372,1103.85,-374.278,-515.694,1079.48,1.5266209,-6.4869423,7.3770723,0.28,-2.31,-0.28
329,2021-07-26 15:58:49.4,-430.231,87.2939,1233.24,-463.254,-71.976,1222.49,-453.529,-200.60299999999998,1203.95,-408.269,-390.709,1169.85,-418.934,-365.716,1205.45,-410.42900000000003,-355.083,1335.36,-361.68800000000005,-210.68400000000003,1536.67,-162.811,-185.233,1605.32,-97.939,-213.628,1657.53,-0.23086199999999998,-227.05,1662.09,-55.1326,-218.378,1546.53,-414.43199999999996,-353.30199999999996,1145.4,-398.168,-298.415,1039.74,-280.858,-72.9692,1079.78,-113.73,-74.5716,1214.4,-37.9126,-88.5211,1269.46,51.117,-84.8479,1307.91,-22.8395,-128.445,1271.07,-408.589,77.4205,1313.08,-62.519,194.733,1329.73,-227.53,499.74699999999996,1285.61,-155.43200000000002,646.481,1234.89,-449.74699999999996,96.1971,1161.24,-181.18400000000003,230.882,953.273,-276.79200000000003,518.039,1135.46,-212.75900000000001,661.081,1119.92,-379.57800000000003,-458.691,1158.62,-241.62,-486.32,1116.65,-264.089,-520.776,1147.04,-347.876,-517.773,1226.96,-274.288,-516.4680000000001,1100.57,-392.57199999999995,-516.049,1082.11,1.4907285,-6.4821568,7.276573700000001,1.19,0.35,-0.98
330,2021-07-26 15:58:49.6,-438.25,89.8564,1235.07,-470.86699999999996,-71.1442,1226.84,-459.635,-200.84900000000002,1208.39,-414.44300000000004,-392.29900000000004,1171.42,-425.066,-367.522,1207.69,-418.691,-359.48800000000006,1339.08,-364.819,-211.16299999999998,1539.09,-163.234,-187.347,1606.31,-93.814,-206.426,1658.26,4.02663,-222.09,1668.54,-56.2871,-213.60299999999998,1547.3,-420.64099999999996,-354.231,1147.25,-403.664,-299.08799999999997,1040.61,-284.443,-71.9119,1080.15,-114.064,-74.2557,1213.77,-37.717,-87.8128,1269.66,52.1435,-84.0765,1308.38,-22.8154,-128.773,1271.85,-413.125,80.6927,1314.77,-60.7687,189.127,1332.3,-230.563,494.81,1286.0,-155.072,642.004,1236.35,-460.907,98.1198,1163.21,-179.09599999999998,226.446,963.102,-277.97,520.91,1137.92,-211.238,663.557,1116.72,-385.661,-460.8,1159.14,-246.03900000000002,-485.098,1115.99,-267.82099999999997,-520.7080000000001,1146.33,-352.106,-520.4780000000001,1227.3,-278.38,-516.052,1099.53,-397.776,-518.061,1081.33,1.5768701,-6.4917274,7.345965400000001,0.35,-0.07,-1.61
331,2021-07-26 15:58:49.7,-437.418,88.5216,1233.85,-471.019,-71.5553,1225.94,-459.787,-200.729,1207.87,-416.852,-391.463,1169.28,-427.106,-367.00800000000004,1205.63,-419.17400000000004,-360.029,1336.41,-362.94699999999995,-213.575,1535.73,-163.90099999999998,-186.903,1606.39,-93.1688,-206.91299999999998,1655.47,2.22558,-229.729,1670.18,-56.8936,-217.796,1552.17,-422.67,-353.287,1145.56,-407.235,-296.767,1040.02,-283.995,-73.2353,1080.54,-113.37700000000001,-74.9779,1212.32,-38.0271,-88.0608,1268.96,51.3008,-85.0902,1307.89,-23.0403,-128.33,1270.59,-413.139,79.4941,1313.44,-63.3399,189.313,1338.12,-230.153,494.155,1287.4,-159.97299999999998,642.744,1236.75,-459.31199999999995,96.662,1162.09,-175.87400000000002,221.99400000000003,965.38,-276.459,516.797,1135.41,-212.60299999999998,660.1139999999999,1115.09,-388.93300000000005,-459.848,1156.4,-251.722,-486.75,1109.45,-272.721,-521.114,1141.35,-353.827,-517.732,1224.72,-284.772,-517.651,1095.03,-404.209,-518.839,1081.01,1.6223338,-6.496514,7.355536999999999,-0.35,-1.6800001,-0.21000001
332,2021-07-26 15:58:49.9,-429.315,85.9746,1237.81,-464.167,-73.1201,1225.6,-457.05699999999996,-202.06900000000002,1206.36,-416.208,-393.093,1169.7,-426.343,-368.282,1205.68,-418.061,-358.26599999999996,1335.91,-361.417,-211.255,1533.84,-163.309,-189.199,1606.99,-93.0999,-208.30700000000002,1656.76,3.2953099999999997,-223.753,1672.72,-53.3351,-218.41400000000002,1552.26,-421.455,-355.155,1145.69,-405.594,-297.586,1041.15,-284.345,-73.7953,1081.91,-114.17,-74.8743,1213.33,-38.5209,-88.8048,1268.94,50.5495,-85.3203,1307.78,-23.0696,-128.231,1269.92,-408.17900000000003,75.1984,1317.85,-62.1133,194.06599999999997,1338.51,-233.628,495.205,1287.75,-162.77100000000002,642.894,1236.95,-448.374,95.6919,1165.65,-175.75799999999998,233.81599999999997,964.075,-278.18,521.58,1142.89,-214.123,664.8610000000001,1126.59,-389.075,-461.715,1157.56,-253.08900000000003,-477.787,1103.81,-270.575,-514.842,1134.58,-347.786,-520.615,1221.03,-284.798,-509.775,1089.16,-404.148,-517.4590000000001,1080.02,1.5553347,-6.4917274,7.2502521999999985,-0.49,-2.24,-0.21000001
333,2021-07-26 15:58:50.5,-429.408,86.3664,1235.46,-464.08,-72.7457,1224.14,-455.51199999999994,-201.592,1205.27,-411.791,-391.819,1168.35,-422.398,-367.251,1204.34,-413.776,-358.32,1334.55,-365.548,-209.52,1533.21,-167.138,-187.192,1605.12,-100.887,-215.84799999999998,1655.64,-5.9233,-230.83,1678.72,-58.8734,-218.09900000000002,1543.23,-417.509,-353.92699999999996,1144.42,-402.164,-296.278,1039.92,-282.661,-71.7026,1080.66,-113.749,-71.7111,1213.52,-38.0342,-87.55799999999999,1268.44,51.1295,-85.6013,1307.04,-23.6209,-128.52200000000002,1269.49,-408.221,76.0568,1315.49,-62.4827,194.368,1340.87,-232.824,495.36800000000005,1286.71,-159.725,642.0509999999999,1236.49,-448.514,95.663,1163.29,-176.247,238.5,964.903,-284.143,524.697,1142.64,-216.373,666.1619999999999,1126.31,-383.63800000000003,-459.975,1156.16,-248.19799999999998,-479.376,1102.34,-266.395,-515.766,1133.45,-343.50300000000004,-519.154,1220.03,-280.58799999999997,-510.79400000000004,1088.03,-400.028,-516.0269999999999,1079.17,1.5433706,-6.608975999999998,7.1760745,-0.91,-1.05,-1.05
334,2021-07-26 15:58:50.2,-432.592,91.0199,1239.24,-465.333,-69.2468,1226.16,-455.351,-198.43200000000002,1205.62,-409.445,-388.92199999999997,1167.09,-420.154,-364.56,1203.48,-411.68199999999996,-358.079,1334.54,-365.269,-209.165,1535.23,-164.523,-188.11,1604.3,-97.67399999999999,-213.484,1656.57,-1.3388799999999998,-235.708,1666.76,-57.5296,-218.985,1547.78,-415.788,-350.76,1143.3,-400.976,-296.028,1036.45,-282.791,-69.5355,1078.99,-113.50200000000001,-71.8421,1213.18,-37.9835,-87.6719,1269.23,51.2595,-85.7103,1308.92,-23.4904,-128.584,1270.52,-410.545,79.9737,1319.41,-60.138999999999996,191.30599999999998,1339.78,-231.56099999999998,494.525,1289.61,-160.43,641.7869999999999,1235.32,-452.473,100.98100000000001,1166.96,-182.035,230.547,953.935,-281.35400000000004,518.2769999999999,1137.81,-217.862,662.6310000000001,1121.51,-380.43800000000005,-457.033,1154.25,-242.183,-477.86400000000003,1106.32,-261.572,-513.346,1138.19,-342.457,-513.893,1222.18,-274.04,-510.12199999999996,1091.85,-393.644,-516.303,1078.43,1.5218352,-6.5084777,7.3292160000000015,0.21000001,0.07,-0.77
335,2021-07-26 15:58:50.3,-431.79900000000004,91.458,1240.84,-464.37,-68.623,1225.21,-455.416,-197.701,1203.5,-408.869,-388.055,1165.02,-420.19599999999997,-363.833,1201.32,-417.134,-356.556,1332.58,-364.03,-209.862,1533.27,-164.222,-186.93,1604.46,-99.2825,-212.955,1658.79,-2.05862,-219.63299999999998,1678.33,-58.2907,-210.31,1538.46,-414.80199999999996,-349.798,1141.27,-400.19800000000004,-293.858,1035.01,-282.079,-67.363,1077.8,-113.538,-73.6805,1212.82,-37.5079,-88.7372,1268.4,51.9452,-85.8186,1307.57,-23.0674,-128.332,1270.97,-411.042,79.385,1321.21,-60.253,189.747,1340.59,-231.642,492.608,1288.07,-161.584,640.64,1234.46,-450.51599999999996,102.345,1168.38,-178.42700000000002,236.56400000000002,960.3639999999999,-282.58,520.799,1147.02,-221.113,665.461,1126.23,-379.649,-456.124,1152.41,-234.80200000000002,-478.24800000000005,1132.97,-261.10900000000004,-515.146,1157.41,-357.855,-518.694,1222.42,-263.49,-508.374,1109.85,-377.691,-509.64599999999996,1071.36,1.4404793,-6.5108705,7.2526455,-0.98,-2.8,-0.42000002
337,2021-07-26 15:58:50.6,-432.996,88.9927,1231.32,-462.31300000000005,-71.322,1216.78,-449.925,-199.614,1194.46,-395.727,-386.591,1152.65,-407.73699999999997,-363.528,1189.32,-402.647,-356.32300000000004,1320.13,-358.62300000000005,-213.75900000000001,1524.99,-165.42700000000002,-182.146,1608.2,-98.899,-211.838,1658.12,-2.94715,-223.418,1680.02,-61.88,-210.41400000000002,1538.18,-403.48199999999997,-348.36800000000005,1129.64,-390.469,-290.54900000000004,1024.6,-277.934,-63.181000000000004,1072.82,-114.046,-70.2052,1212.43,-38.527,-87.3925,1267.6,51.7477,-90.31299999999999,1304.07,-27.2602,-129.72,1270.83,-409.342,77.4687,1310.7,-62.9987,191.585,1353.46,-229.851,493.28,1288.16,-157.783,639.879,1234.91,-454.32599999999996,99.3845,1159.74,-168.679,235.843,974.538,-279.66900000000004,525.033,1147.1,-220.565,669.475,1121.96,-363.811,-452.93,1138.75,-230.295,-476.81300000000005,1196.39,-264.56,-514.85,1200.16,-380.575,-521.4119999999999,1204.06,-241.81599999999997,-504.124,1159.34,-318.452,-499.42199999999997,1066.9,1.4500505,-6.424729,7.365108,1.4,2.59,-0.91
338,2021-07-26 15:58:50.7,-431.719,92.2596,1237.62,-457.18699999999995,-69.1559,1218.47,-441.82,-197.43,1193.75,-387.25,-385.168,1150.57,-399.50800000000004,-362.249,1187.55,-398.355,-353.809,1319.11,-358.11699999999996,-207.92700000000002,1524.17,-161.745,-188.632,1606.74,-94.3704,-215.007,1658.23,2.2176099999999996,-224.054,1681.02,-37.8683,-213.452,1567.01,-394.889,-346.54900000000004,1127.69,-384.98699999999997,-288.275,1021.78,-276.941,-57.4864,1071.71,-113.944,-70.0664,1213.8,-38.1033,-87.5396,1269.35,52.4635,-89.9884,1306.58,-26.5763,-130.11,1272.54,-410.3,79.3545,1317.91,-61.9142,194.06,1360.08,-231.584,495.83,1291.93,-156.072,641.9830000000001,1239.14,-451.034,103.897,1165.22,-163.046,242.825,981.438,-280.657,530.875,1155.58,-222.52599999999998,675.685,1125.27,-355.13599999999997,-451.795,1136.26,-228.83900000000003,-468.73400000000004,1211.91,-262.094,-508.21,1212.49,-377.949,-519.368,1201.47,-234.451,-497.69599999999997,1174.41,-298.807,-498.73,1072.15,1.5337993,-6.443871,7.276573700000001,1.47,-0.14,-1.61
339,2021-07-26 15:58:50.9,-430.14599999999996,92.47399999999999,1242.68,-455.69300000000004,-68.075,1221.84,-439.99,-195.81900000000002,1197.27,-380.475,-382.14599999999996,1158.28,-394.436,-359.184,1194.41,-396.98699999999997,-351.348,1325.48,-361.74,-208.00799999999998,1532.02,-162.957,-187.255,1605.89,-98.3522,-212.236,1660.92,-17.1423,-230.507,1715.0,-74.1705,-204.555,1524.17,-388.02099999999996,-344.074,1134.8,-375.94300000000004,-287.628,1028.67,-274.444,-53.4024,1070.48,-112.429,-66.6083,1212.38,-37.6013,-86.6866,1267.79,51.6622,-89.25,1307.11,-26.7042,-128.773,1271.5,-412.244,79.14699999999999,1323.42,-65.2253,192.543,1367.94,-232.407,491.501,1289.1,-158.156,639.15,1241.07,-446.289,104.492,1169.87,-161.131,244.68200000000002,985.467,-280.87,532.757,1155.26,-223.88299999999998,678.9889999999999,1134.23,-346.702,-448.00800000000004,1145.89,-219.72299999999998,-474.06300000000005,1216.53,-254.59799999999998,-511.849,1216.3,-370.662,-517.257,1208.32,-227.69,-500.82199999999995,1178.07,-294.629,-494.13,1078.26,1.538585,-6.4223360000000005,7.310072999999999,0.14,0.63,-2.66
340,2021-07-26 15:58:51.8,-442.82300000000004,93.9125,1235.29,-463.412,-68.3996,1218.84,-443.07599999999996,-196.43,1197.01,-374.49300000000005,-381.026,1161.46,-390.01599999999996,-358.12699999999995,1197.18,-395.656,-349.9,1328.56,-360.48800000000006,-206.255,1535.94,-159.21,-189.544,1606.0,-94.4633,-215.93599999999998,1660.67,2.26496,-229.268,1680.29,-52.3573,-216.327,1543.62,-383.45099999999996,-343.55,1137.25,-367.44300000000004,-287.719,1030.86,-272.865,-49.3413,1070.66,-112.054,-65.2761,1214.72,-37.0089,-87.0315,1269.74,52.8082,-91.6385,1308.4,-26.642,-130.077,1272.41,-423.216,83.2129,1316.32,-74.7051,190.088,1373.53,-234.59900000000002,494.001,1293.36,-154.632,637.452,1240.04,-460.504,103.561,1162.24,-157.459,233.94799999999998,997.8430000000001,-280.251,529.107,1155.29,-221.574,672.2289999999999,1119.07,-337.506,-445.67900000000003,1150.47,-209.697,-480.64599999999996,1216.64,-247.092,-516.177,1217.45,-363.852,-513.893,1213.57,-220.79,-506.624,1178.22,-290.837,-494.773,1080.56,1.6319051000000002,-4.2831526,8.7984085,-23.03,-5.67,3.08
341,2021-07-26 15:58:51.2,-442.541,97.3951,1240.51,-460.62699999999995,-65.3881,1219.78,-441.014,-193.653,1195.63,-370.227,-378.63,1161.94,-386.281,-355.496,1197.5,-394.224,-346.449,1329.24,-362.522,-203.46900000000002,1538.87,-159.268,-188.30599999999998,1606.12,-94.6023,-215.03799999999998,1661.29,-2.53669,-233.108,1695.87,-54.3244,-210.87400000000002,1541.04,-379.38199999999995,-341.285,1137.26,-363.034,-286.496,1029.83,-272.89599999999996,-45.3703,1070.13,-111.446,-65.4422,1214.25,-36.4041,-87.2435,1269.92,53.4064,-91.3646,1309.63,-26.1648,-129.031,1273.93,-423.798,84.9536,1321.84,-75.3784,194.601,1383.66,-235.99900000000002,499.421,1302.21,-153.586,637.7919999999999,1238.06,-459.44199999999995,108.61399999999999,1167.18,-149.41299999999998,236.727,1010.93,-281.002,532.003,1164.21,-222.701,674.078,1121.14,-332.42900000000003,-443.286,1151.7,-208.093,-471.985,1228.04,-245.447,-507.841,1229.41,-362.245,-506.955,1218.48,-216.804,-501.05199999999996,1191.01,-281.267,-497.374,1088.39,2.1798613,-2.8307092000000003,8.29113,120.89,-0.91,3.3600001000000006
342,2021-07-26 15:58:51.3,-442.49199999999996,97.4738,1240.67,-460.534,-65.3047,1219.88,-440.841,-193.55,1195.7,-369.892,-378.462,1162.02,-385.985,-355.348,1197.57,-394.009,-346.343,1329.3,-362.515,-203.40900000000002,1538.99,-159.30100000000002,-188.14,1606.33,-94.4867,-214.736,1661.39,-2.01078,-232.356,1695.09,-53.964,-210.149,1541.56,-379.06,-341.119,1137.34,-362.67400000000004,-286.345,1029.91,-272.736,-45.141000000000005,1070.16,-111.415,-65.0273,1214.44,-36.3969,-86.7355,1270.17,53.3852,-90.7453,1309.95,-26.1155,-128.54,1274.19,-423.79,85.0146,1321.99,-75.5193,194.678,1384.58,-236.06900000000002,499.51,1303.07,-153.584,637.995,1239.27,-459.356,108.709,1167.33,-149.026,236.977,1011.82,-280.983,532.104,1165.06,-222.71900000000002,674.336,1122.46,-332.038,-443.085,1151.79,-207.825,-471.344,1228.49,-245.088,-507.29400000000004,1229.81,-361.858,-506.73,1218.59,-216.365,-500.48900000000003,1191.48,-280.574,-497.13300000000004,1088.69,2.0817556,-5.759524,9.032906,26.6,-15.68,7.63
343,2021-07-26 15:58:51.5,-445.856,98.8026,1251.51,-461.63,-64.9989,1224.24,-438.23,-193.405,1196.91,-368.44800000000004,-380.73800000000006,1161.7,-385.158,-357.671,1197.6,-395.566,-349.298,1330.59,-366.837,-204.247,1542.46,-159.83,-188.55,1605.12,-96.1488,-213.275,1663.76,0.764423,-227.579,1688.46,-51.0364,-217.06,1545.13,-376.635,-342.525,1137.13,-358.273,-286.212,1029.38,-272.889,-40.1552,1067.73,-111.70200000000001,-66.3605,1214.54,-35.6589,-87.3797,1270.87,55.4608,-91.506,1310.13,-25.5637,-130.537,1275.3,-432.082,83.6981,1334.27,-80.1924,191.27200000000002,1402.84,-235.266,501.884,1316.64,-154.719,635.4209999999999,1236.89,-458.278,112.42299999999999,1176.88,-135.72899999999998,234.511,1032.46,-282.637,534.641,1170.33,-221.852,675.2560000000001,1120.3,-330.904,-446.42,1151.23,-208.3,-464.85699999999997,1236.09,-245.421,-501.585,1239.5,-362.82800000000003,-504.375,1223.49,-214.93,-497.981,1201.46,-275.498,-506.004,1095.29,0.55752766,-2.1272192000000003,9.08794,1.61,-0.7,-6.65
344,2021-07-26 15:58:51.6,-445.649,98.8921,1251.48,-461.397,-64.9842,1224.22,-437.93699999999995,-193.445,1196.92,-368.035,-380.835,1161.75,-384.795,-357.76599999999996,1197.65,-395.31199999999995,-349.445,1330.69,-366.602,-204.49900000000002,1542.77,-159.435,-189.118,1605.3,-94.8148,-215.12400000000002,1662.4,2.8005,-229.68099999999998,1684.19,-53.206,-216.77900000000002,1541.07,-376.212,-342.60699999999997,1137.17,-357.791,-286.217,1029.41,-272.665,-39.986999999999995,1067.98,-111.416,-66.1968,1214.87,-35.312,-87.3128,1271.15,55.8666,-91.5056,1310.37,-25.1194,-130.526,1275.32,-431.95300000000003,83.7966,1334.3,-80.2424,191.783,1404.0,-235.90599999999998,502.19199999999995,1317.49,-155.287,635.871,1237.89,-458.0,112.50399999999999,1176.81,-134.6,233.955,1033.35,-280.671,535.238,1169.98,-219.52,675.289,1118.62,-330.44599999999997,-446.533,1151.32,-208.407,-465.329,1237.02,-245.608,-502.039,1240.08,-362.95300000000003,-504.655,1223.23,-214.834,-498.374,1202.25,-274.694,-506.06699999999995,1095.59,0.92362946,-3.4049866,9.078369,-2.38,-0.28,0.84000003
